"FileName","LOC","FanIn","FanOut","DistinctIssueCount","TargetChangeCount","TargetChurn","ChangeCount","ChangeChurn","numClique","numCrossing","isCenter","numModularityViolation","numPackageCycle","numUnhealthyInheritance","numUnstableInterface","isUnstableInterface"
"src/se311/RequestHandler.java","26","1","1","0","0","0","0","0","1","0","false","0","0","0","0","false"
"src/se311/Driver.java","16","1","1","0","0","0","0","0","1","0","false","0","0","0","0","false"
